"ConceptScheme URI",https://w3id.org/formater/variable/
PREFIX,ft,https://w3id.org/formater/variable/

"Ce fichier est utilisé pour enrichir le thésaurus des mots scientifiques du gcmd"

"La traduction du label et de la définition de chaque concept serait un + (les colonnes skos:prefLabel@fr et skos:definition@fr)"
"la colonne skos:exactMatch est utilisé pour créer un lien avec les concepts d'autres thésaurus"
"   - l'URI du terme correspondant du gcmd s'y trouve déjà"
"   - pour ajouter des concepts correspondants d'autres thésaurus, il faut séparer les URI par des virgules "","""

"Les identifiants de chaque concept ont été générés automatiquement et seront modifiés ultérieurement"
" Ils ne doivent pas être modifiés car ils sont utilisés pour créer des liens entre concepts"


URI,skos:prefLabel@en,skos:prefLabel@fr,skos:definition@en,skos:definition@fr,skos:narrower,skos:broader,skos:related,skos:exactMatch
ft:gravity-rotational_motion-variations,"Rotational motion/variations",,"Pertaining to the measurement, and effects of variations in the Earth's rotation about its axis, and variations in the Earth's orbit around the sun.",,ft:gravity,"ft:gravity-rotational_motion-variations-rotational_rate-speed, ft:gravity-rotational_motion-variations-tidal_friction",,https://gcmdservices.gsfc.nasa.gov/kms/concept/05225982-60ab-4772-a0b7-f67c3b853ab9
ft:gravity-rotational_motion-variations-rotational_rate-speed,"Rotational rate/speed",,"The rate and speed at which the Earth rotates around its own axis. The Earth rotates towards the east. As viewed from the North Star Polaris, the Earth turns counter-clockwise.",,ft:gravity-rotational_motion-variations,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/d5d9bd6a-92c4-49ac-bddf-0077cf804ea7
ft:gravity-rotational_motion-variations-tidal_friction,"Tidal friction",,"A force between the oceans of Earth and the ocean floors caused by the gravitational attraction of the Moon. The Earth tries to carry the ocean waters round with it, while the Moon tries to keep them heaped up under it and on the far side of the Earth.",,ft:gravity-rotational_motion-variations,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/4bb526d7-2c14-43bc-a2a7-f166b5c41a3a
ft:gravity-satellite_orbits-revolution,"Satellite orbits/revolution",,"Pertaining to the determination of variations in orbital paths of man-made satellites, and to the calculation of the orbits of future satellites.",,ft:gravity,"ft:gravity-satellite_orbits-revolution-orbital_position, ft:gravity-satellite_orbits-revolution-orbit_type, ft:gravity-satellite_orbits-revolution-orbit_velocity, ft:gravity-satellite_orbits-revolution-angle_of_elevation, ft:gravity-satellite_orbits-revolution-angle_of_inclination",,https://gcmdservices.gsfc.nasa.gov/kms/concept/71278ba7-9a13-43ba-9ec3-62ae2b39de88
ft:gravity-satellite_orbits-revolution-orbital_position,"Orbital position",,"Refers to the satellite position around the equator. An object in such an orbit has an orbital period equal to the Earth's rotational period (one sidereal day), and thus appears motionless, at a fixed position in the sky, to ground observers.",,ft:gravity-satellite_orbits-revolution,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/e72ba365-ea43-42ef-acd1-05ac5c46f29a
ft:gravity-satellite_orbits-revolution-orbit_type,"Orbit type",,"The orbit of a satellite, which may include Low Earth Orbit (LEO), Medium Earth Orbit (MEO), Geosynchronous Orbit (GEO), Highly Elliptical Orbit (HEO), or Lagrangian Point Orbit (LPO).",,ft:gravity-satellite_orbits-revolution,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/e709d2f9-c110-4e71-b4da-ff1a7c382d99
ft:gravity-satellite_orbits-revolution-orbit_velocity,"Orbit velocity",,"The orbital speed of a body (satellite) in a gravitational field.",,ft:gravity-satellite_orbits-revolution,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/53eeb68a-615d-42d0-9c6b-ddfe0d0eb2c7
ft:gravity-satellite_orbits-revolution-angle_of_elevation,"Angle of elevation",,"Refers to the angle between the dish pointing direction, directly towards the satellite, and the local horizontal plane. It is the up-down angle.",,ft:gravity-satellite_orbits-revolution,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/96427b44-91a8-4ace-8276-0117948878ee
ft:gravity-satellite_orbits-revolution-angle_of_inclination,"Angle of inclination",,"Refers to the angle between the equatorial plane of the earth and the orbital plane of the satellite",,ft:gravity-satellite_orbits-revolution,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/025d666e-a5bb-48b5-9890-129e60104611
ft:gravity-gravity_anomalies,"Gravity anomalies",,"The Earth's gravity field is determined by how the material that makes up the Earth is distributed throughout the Earth. Because gravity changes over the surface of the Earth, the weight of an object changes along with it. One can define standard gravity as the value of gravity for a perfectly smooth 'idealized' Earth, and the gravity 'anomaly' is a measure of how actual gravity deviates from this standard. A map of gravity anomalies (usually expressed in units of milliGals) tends to highlight short wavelength features better than a map of the geoid.",,ft:gravity,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/fb7eeee0-9ad1-40f8-baa2-df7dc3acb6d3
ft:tectonics,Tectonics,,"Branch of geology that deals with regional structure and deformational features of the Earth's crust.",,ft:solid_earth,"ft:tectonics-volcanic_activity, ft:tectonics-earthquakes, ft:tectonics-neotectonics, ft:tectonics-core_processes, ft:tectonics-plate_tectonics",,https://gcmdservices.gsfc.nasa.gov/kms/concept/1e17c8d3-81d0-473c-8f24-d2a4ea52b6b9
ft:tectonics-volcanic_activity,"Volcanic activity",,"Describes characteristics of volcanoes: a mountain formed by the accumulation of magma extruded through openings or volcanic vents.",,ft:tectonics,"ft:tectonics-volcanic_activity-eruption_dynamics, ft:tectonics-volcanic_activity-volcano_magnitude-intensity, ft:tectonics-volcanic_activity-volcano_occurrences, ft:tectonics-volcanic_activity-volcano_predictions",,https://gcmdservices.gsfc.nasa.gov/kms/concept/1faaede0-2cd6-4447-b28b-0a28d9e2d067
ft:tectonics-volcanic_activity-eruption_dynamics,"Eruption dynamics",,"Pertaining to the processes involved in the extrusion of magma at the Earth's
surface, these can include: eruption induced seismic activity, lahars, ash
flows/clouds, etc. 
",,ft:tectonics-volcanic_activity,"ft:tectonics-volcanic_activity-eruption_dynamics-lava_composition-texture, ft:tectonics-volcanic_activity-eruption_dynamics-magma_composition-texture, ft:tectonics-volcanic_activity-eruption_dynamics-pyroclastics_composition-texture, ft:tectonics-volcanic_activity-eruption_dynamics-ash-dust_composition, ft:tectonics-volcanic_activity-eruption_dynamics-volcanic_gases, ft:tectonics-volcanic_activity-eruption_dynamics-lava_speed-flow, ft:tectonics-volcanic_activity-eruption_dynamics-magma_speed-flow, ft:tectonics-volcanic_activity-eruption_dynamics-pyroclastic_partical_size_distribution, ft:tectonics-volcanic_activity-eruption_dynamics-ash-dust_dispersion, ft:tectonics-volcanic_activity-eruption_dynamics-volcanic_explosivity, ft:tectonics-volcanic_activity-eruption_dynamics-gas-aerosol_composition, ft:tectonics-volcanic_activity-eruption_dynamics-gas-aerosol_dispersion",,https://gcmdservices.gsfc.nasa.gov/kms/concept/0db0e1c8-6ba3-40c4-97c2-d78c9812692b
ft:tectonics-volcanic_activity-eruption_dynamics-lava_composition-texture,"Lava composition/texture",,"The composition and texture of molten rock outside of the Earth's crust.",,ft:tectonics-volcanic_activity-eruption_dynamics,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/0eb6fc71-dfb0-4451-85f7-08ceaf37c552
ft:tectonics-volcanic_activity-eruption_dynamics-magma_composition-texture,"Magma composition/texture",,"The composition and texture of molten rock in the earth's crust.",,ft:tectonics-volcanic_activity-eruption_dynamics,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/40f0a368-7261-43f7-839c-64e428270442
ft:tectonics-volcanic_activity-eruption_dynamics-pyroclastics_composition-texture,"Pyroclastics composition/texture",,"The composition and texture of pyroclastic particles.",,ft:tectonics-volcanic_activity-eruption_dynamics,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/ab215b31-c540-40c0-9362-3f25ebc148bb
ft:tectonics-volcanic_activity-eruption_dynamics-ash-dust_composition,"Ash/dust composition",,"The matter and/or chemicals which constitutes ash/dust.",,ft:tectonics-volcanic_activity-eruption_dynamics,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/372b4016-80ab-4126-b6d1-e847bbf0b44f
ft:tectonics-volcanic_activity-eruption_dynamics-volcanic_gases,"Volcanic gases",,"Pertaining to the composition, extent, velocity, and damage caused by gases
emitted during a volcanic eruption. 
",,ft:tectonics-volcanic_activity-eruption_dynamics,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/35941db2-59bf-4000-9232-df0beef02da7
ft:tectonics-volcanic_activity-eruption_dynamics-lava_speed-flow,"Lava speed/flow",,"The speed and flow of erupted magma.",,ft:tectonics-volcanic_activity-eruption_dynamics,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/9387a7bc-7356-41a5-9682-f5e71da5a858
ft:tectonics-volcanic_activity-eruption_dynamics-magma_speed-flow,"Magma speed/flow",,"The speed and flow of un-erupted magma.",,ft:tectonics-volcanic_activity-eruption_dynamics,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/af04626c-fe27-4ac6-a948-e93debb6c2d6
ft:tectonics-volcanic_activity-eruption_dynamics-pyroclastic_partical_size_distribution,"Pyroclastic partical size distribution",,"Refers to the distribution and size of the pyroclastic elements when they are erupted from a volcano. In moving pyroclastic systems, particles are sorted as a function of their sizes, densities and shapes. The analysis of the distribution of these characteristics in particle populations of pyroclastic deposits is a major tool in evaluating properties and regimes of parent transport systems.",,ft:tectonics-volcanic_activity-eruption_dynamics,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/83cf8358-4fae-4f17-ba02-b8280f2b7209
ft:tectonics-volcanic_activity-eruption_dynamics-ash-dust_dispersion,"Ash/dust dispersion",,"The spread of ash/dust.",,ft:tectonics-volcanic_activity-eruption_dynamics,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/89f66579-8de7-4c83-b75f-871bc8d378ac
ft:tectonics-volcanic_activity-eruption_dynamics-volcanic_explosivity,"Volcanic explosivity",,"A measure of the VEI (Volcano Explosivity Index), which is the volume of products, eruption cloud height, and qualitative observations (using terms ranging from ""gentle"" to ""mega-colossal"") are used to determine the explosivity value.",,ft:tectonics-volcanic_activity-eruption_dynamics,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/d9cfb55b-50a2-44f5-b92a-47fe4aadc317
ft:tectonics-volcanic_activity-eruption_dynamics-gas-aerosol_composition,"Gas/aerosol composition",,"The matter and/or chemicals which constitutes gas/aerosol.",,ft:tectonics-volcanic_activity-eruption_dynamics,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/54b94cdf-b8e2-4c81-b5aa-5652f053244e
ft:tectonics-volcanic_activity-eruption_dynamics-gas-aerosol_dispersion,"Gas/aerosol dispersion",,"The spread of gas/aerosols.",,ft:tectonics-volcanic_activity-eruption_dynamics,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/b1d60933-636e-48ff-b5a8-43afa60602f3
ft:tectonics-volcanic_activity-volcano_magnitude-intensity,"Volcano magnitude/intensity",,"The magnitude and intensity of a volcano, also expressed as a numerical expression of the amount of energy released by an volcano, determined by measuring volcanic intensity on standardized recording instruments.",,ft:tectonics-volcanic_activity,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/14e0d39a-ff1c-46d9-b162-481f80beac91
ft:tectonics-volcanic_activity-volcano_occurrences,"Volcano occurrences",,"The number of sudden or continuing release of energy caused by near-surface or surface magma movements.",,ft:tectonics-volcanic_activity,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/d1ab518b-0152-48cf-a9c6-47c5920ed773
ft:tectonics-volcanic_activity-volcano_predictions,"Volcano predictions",,"Scientific and engineering approach to forecasting catastrophic events, such as volcano eruption.",,ft:tectonics-volcanic_activity,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/3adb9c52-df47-4390-a682-56e1774e8cdb
ft:tectonics-earthquakes,Earthquakes,,"A sudden motion or trembling in the Earth. The motion is caused by the quick release of slowly accumulated energy in the form of seismic waves. Most earthquakes are produced along faults, tectonic plate boundaries, or along the mid-oceanic ridges.",,ft:tectonics,"ft:tectonics-earthquakes-earthquake_magnitude-intensity, ft:tectonics-earthquakes-earthquake_occurrences, ft:tectonics-earthquakes-earthquake_predictions, ft:tectonics-earthquakes-seismic_profile",,https://gcmdservices.gsfc.nasa.gov/kms/concept/601d36fc-8171-475c-a1c5-84802aecb77e
ft:tectonics-earthquakes-earthquake_magnitude-intensity,"Earthquake magnitude/intensity",,"The measure of the amount of energy released during an earthquake.",,ft:tectonics-earthquakes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/4bc185d3-e2c5-4acc-bce8-37fea7d8fc0b
ft:tectonics-earthquakes-earthquake_occurrences,"Earthquake occurrences",,"Pertaining to the the mapping of locations of earthquake epicenters and their intensity.",,ft:tectonics-earthquakes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/752d4f80-a418-4a75-a9eb-772222af1746
ft:tectonics-earthquakes-earthquake_predictions,"Earthquake predictions",,"Pertaining to the data used to forecast the likelihood of an earthquake in any given area.",,ft:tectonics-earthquakes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/131c1e46-efca-4478-a5d1-d7193483bb96
ft:tectonics-earthquakes-seismic_profile,"Seismic profile",,"Pertaining to the data collected on a seismic survey in order to examine the subsurface structure of the Earth.",,ft:tectonics-earthquakes,"ft:tectonics-earthquakes-seismic_profile-seismic_body_waves, ft:tectonics-earthquakes-seismic_profile-seismic_surface_waves",,https://gcmdservices.gsfc.nasa.gov/kms/concept/688191e0-c70c-4cf9-a5b6-a26a2bca7198
ft:tectonics-earthquakes-seismic_profile-seismic_body_waves,"Seismic body waves",,"Pertaining to the measurement of waves generated through the relaxation of stress within the Earth's crust; either through an earthquake, or as an externally generated shock-wave.",,ft:tectonics-earthquakes-seismic_profile,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/f66893ce-3ea6-4c52-bc27-bc322a41b748
ft:tectonics-earthquakes-seismic_profile-seismic_surface_waves,"Seismic surface waves",,"Pertaining to the measurement of shock-waves on the surface of the Earth, either generated through an earthquake, or a man-made source.",,ft:tectonics-earthquakes-seismic_profile,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/02836842-3d46-46e0-a816-bd2f407f3fb3
ft:tectonics-neotectonics,Neotectonics,,"Pertaining to the study of late Cenozoic deformation and the crustal motion that caused that deformation.",,ft:tectonics,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/3ef98fe3-3471-414b-8b8c-e88d43c6aeaf
ft:tectonics-core_processes,"Core processes",,"Pertaining to the measurement, analysis, or modeling of the internal processes of the Earth's core and mantle.",,ft:tectonics,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/57503db6-7cff-4e92-bcac-1ba2c3c0cb48
